,week,staff_id,staff_name,role,service,present,month,available_beds,patients_request,patients_admitted,patients_refused,patient_satisfaction,staff_morale,event,avg_patient_satisfaction,avg_patient_age,total_patients
2874,15,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,4,31,124,31,93,65,76,flu,80.31496063,45.59448819,254
2875,16,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,4,37,28,28,0,82,31,strike,80.31496063,45.59448819,254
2876,17,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,5,40,23,23,0,95,94,none,80.31496063,45.59448819,254
2877,18,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,5,43,36,36,0,81,98,none,80.31496063,45.59448819,254
2878,19,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,5,42,44,42,2,78,66,none,80.31496063,45.59448819,254
2879,20,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,5,31,39,31,8,99,94,none,80.31496063,45.59448819,254
2880,21,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,6,30,44,30,14,64,67,donation,80.31496063,45.59448819,254
2881,22,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,6,18,21,18,3,63,65,none,80.31496063,45.59448819,254
2882,23,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,6,26,43,26,17,72,61,none,80.31496063,45.59448819,254
2883,24,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,6,39,21,21,0,95,39,strike,80.31496063,45.59448819,254
2884,25,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,7,22,39,22,17,76,98,none,80.31496063,45.59448819,254
2885,26,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,7,31,30,30,0,75,54,none,80.31496063,45.59448819,254
2886,27,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,7,29,24,24,0,68,59,none,80.31496063,45.59448819,254
2887,28,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,7,31,28,28,0,66,74,none,80.31496063,45.59448819,254
2888,29,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,8,36,31,31,0,87,57,none,80.31496063,45.59448819,254
2889,30,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,8,32,15,15,0,70,66,strike,80.31496063,45.59448819,254
2890,31,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,8,20,24,20,4,83,86,donation,80.31496063,45.59448819,254
2891,32,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,8,31,25,25,0,87,97,none,80.31496063,45.59448819,254
2892,33,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,9,36,30,30,0,80,75,none,80.31496063,45.59448819,254
2893,34,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,9,22,42,22,20,96,86,none,80.31496063,45.59448819,254
2894,35,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,9,26,45,26,19,93,52,none,80.31496063,45.59448819,254
2895,36,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,9,47,53,47,6,97,99,none,80.31496063,45.59448819,254
2896,37,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,10,31,39,31,8,69,66,none,80.31496063,45.59448819,254
2897,38,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,10,47,48,47,1,62,81,none,80.31496063,45.59448819,254
2898,39,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,10,36,49,36,13,86,58,none,80.31496063,45.59448819,254
2899,40,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,10,46,36,36,0,83,51,none,80.31496063,45.59448819,254
2900,41,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,11,31,49,31,18,85,93,none,80.31496063,45.59448819,254
2901,42,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,11,45,67,45,22,65,75,none,80.31496063,45.59448819,254
2902,43,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,11,50,33,33,0,62,89,donation,80.31496063,45.59448819,254
2903,44,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,11,45,28,28,0,65,75,none,80.31496063,45.59448819,254
2904,45,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,12,32,37,32,5,64,72,none,80.31496063,45.59448819,254
2905,46,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,12,52,39,39,0,68,83,none,80.31496063,45.59448819,254
2906,47,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,12,57,48,48,0,99,57,none,80.31496063,45.59448819,254
2907,48,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,12,49,32,32,0,65,52,none,80.31496063,45.59448819,254
2908,49,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,12,26,29,26,3,81,51,none,80.31496063,45.59448819,254
2909,50,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,12,59,65,59,6,95,85,none,80.31496063,45.59448819,254
2910,51,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,12,63,48,48,0,84,82,none,80.31496063,45.59448819,254
2911,52,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,12,53,39,39,0,82,50,none,80.31496063,45.59448819,254
2912,1,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,1,45,130,45,85,83,78,flu,80.31496063,45.59448819,254
2913,2,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,1,40,26,26,0,96,56,none,80.31496063,45.59448819,254
2914,3,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,1,27,66,27,39,63,72,flu,80.31496063,45.59448819,254
2915,4,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,1,56,57,56,1,74,94,none,80.31496063,45.59448819,254
2916,5,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,2,26,70,26,44,81,83,donation,80.31496063,45.59448819,254
2917,6,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,2,27,58,27,31,96,81,donation,80.31496063,45.59448819,254
2918,7,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,2,37,46,37,9,89,60,none,80.31496063,45.59448819,254
2919,8,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,2,51,20,20,0,91,61,strike,80.31496063,45.59448819,254
2920,9,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,3,22,41,22,19,61,93,none,80.31496063,45.59448819,254
2921,10,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,3,38,57,38,19,68,55,none,80.31496063,45.59448819,254
2922,11,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,3,48,48,48,0,82,80,none,80.31496063,45.59448819,254
2923,12,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,3,38,24,24,0,79,73,none,80.31496063,45.59448819,254
2924,13,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,4,41,54,41,13,75,90,none,80.31496063,45.59448819,254
2925,14,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,4,33,49,33,16,97,87,none,80.31496063,45.59448819,254
2926,15,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,4,31,124,31,93,65,76,flu,80.31496063,45.59448819,254
2927,16,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,4,37,28,28,0,82,31,strike,80.31496063,45.59448819,254
2928,17,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,5,40,23,23,0,95,94,none,80.31496063,45.59448819,254
2929,18,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,5,43,36,36,0,81,98,none,80.31496063,45.59448819,254
2930,19,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,5,42,44,42,2,78,66,none,80.31496063,45.59448819,254
2931,20,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,5,31,39,31,8,99,94,none,80.31496063,45.59448819,254
2932,21,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,6,30,44,30,14,64,67,donation,80.31496063,45.59448819,254
2933,22,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,6,18,21,18,3,63,65,none,80.31496063,45.59448819,254
2934,23,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,6,26,43,26,17,72,61,none,80.31496063,45.59448819,254
2935,24,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,6,39,21,21,0,95,39,strike,80.31496063,45.59448819,254
2936,25,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,7,22,39,22,17,76,98,none,80.31496063,45.59448819,254
2937,26,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,7,31,30,30,0,75,54,none,80.31496063,45.59448819,254
2938,27,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,7,29,24,24,0,68,59,none,80.31496063,45.59448819,254
2939,28,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,7,31,28,28,0,66,74,none,80.31496063,45.59448819,254
2940,29,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,8,36,31,31,0,87,57,none,80.31496063,45.59448819,254
2941,30,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,8,32,15,15,0,70,66,strike,80.31496063,45.59448819,254
2942,31,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,8,20,24,20,4,83,86,donation,80.31496063,45.59448819,254
2943,32,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,8,31,25,25,0,87,97,none,80.31496063,45.59448819,254
2944,33,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,9,36,30,30,0,80,75,none,80.31496063,45.59448819,254
2945,34,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,9,22,42,22,20,96,86,none,80.31496063,45.59448819,254
2946,35,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,9,26,45,26,19,93,52,none,80.31496063,45.59448819,254
2947,36,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,9,47,53,47,6,97,99,none,80.31496063,45.59448819,254
2948,37,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,10,31,39,31,8,69,66,none,80.31496063,45.59448819,254
2949,38,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,10,47,48,47,1,62,81,none,80.31496063,45.59448819,254
2950,39,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,10,36,49,36,13,86,58,none,80.31496063,45.59448819,254
2951,40,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,10,46,36,36,0,83,51,none,80.31496063,45.59448819,254
2952,41,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,11,31,49,31,18,85,93,none,80.31496063,45.59448819,254
2953,42,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,11,45,67,45,22,65,75,none,80.31496063,45.59448819,254
2954,43,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,11,50,33,33,0,62,89,donation,80.31496063,45.59448819,254
2955,44,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,11,45,28,28,0,65,75,none,80.31496063,45.59448819,254
2956,45,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,12,32,37,32,5,64,72,none,80.31496063,45.59448819,254
2957,46,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,12,52,39,39,0,68,83,none,80.31496063,45.59448819,254
2958,47,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,12,57,48,48,0,99,57,none,80.31496063,45.59448819,254
2959,48,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,12,49,32,32,0,65,52,none,80.31496063,45.59448819,254
2960,49,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,12,26,29,26,3,81,51,none,80.31496063,45.59448819,254
2961,50,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,12,59,65,59,6,95,85,none,80.31496063,45.59448819,254
2962,51,STF-63b9ca1d,Timothy Duncan,nurse,surgery,0,12,63,48,48,0,84,82,none,80.31496063,45.59448819,254
2963,52,STF-63b9ca1d,Timothy Duncan,nurse,surgery,1,12,53,39,39,0,82,50,none,80.31496063,45.59448819,254
2964,1,STF-55594f66,Richard Aguirre,nurse,surgery,1,1,45,130,45,85,83,78,flu,80.31496063,45.59448819,254
2965,2,STF-55594f66,Richard Aguirre,nurse,surgery,1,1,40,26,26,0,96,56,none,80.31496063,45.59448819,254
2966,3,STF-55594f66,Richard Aguirre,nurse,surgery,0,1,27,66,27,39,63,72,flu,80.31496063,45.59448819,254
2967,4,STF-55594f66,Richard Aguirre,nurse,surgery,1,1,56,57,56,1,74,94,none,80.31496063,45.59448819,254
2968,5,STF-55594f66,Richard Aguirre,nurse,surgery,1,2,26,70,26,44,81,83,donation,80.31496063,45.59448819,254
2969,6,STF-55594f66,Richard Aguirre,nurse,surgery,0,2,27,58,27,31,96,81,donation,80.31496063,45.59448819,254
2970,7,STF-55594f66,Richard Aguirre,nurse,surgery,1,2,37,46,37,9,89,60,none,80.31496063,45.59448819,254
2971,8,STF-55594f66,Richard Aguirre,nurse,surgery,1,2,51,20,20,0,91,61,strike,80.31496063,45.59448819,254
2972,9,STF-55594f66,Richard Aguirre,nurse,surgery,0,3,22,41,22,19,61,93,none,80.31496063,45.59448819,254
2973,10,STF-55594f66,Richard Aguirre,nurse,surgery,1,3,38,57,38,19,68,55,none,80.31496063,45.59448819,254
2974,11,STF-55594f66,Richard Aguirre,nurse,surgery,1,3,48,48,48,0,82,80,none,80.31496063,45.59448819,254
2975,12,STF-55594f66,Richard Aguirre,nurse,surgery,0,3,38,24,24,0,79,73,none,80.31496063,45.59448819,254
2976,13,STF-55594f66,Richard Aguirre,nurse,surgery,1,4,41,54,41,13,75,90,none,80.31496063,45.59448819,254
2977,14,STF-55594f66,Richard Aguirre,nurse,surgery,1,4,33,49,33,16,97,87,none,80.31496063,45.59448819,254
2978,15,STF-55594f66,Richard Aguirre,nurse,surgery,0,4,31,124,31,93,65,76,flu,80.31496063,45.59448819,254
2979,16,STF-55594f66,Richard Aguirre,nurse,surgery,1,4,37,28,28,0,82,31,strike,80.31496063,45.59448819,254
2980,17,STF-55594f66,Richard Aguirre,nurse,surgery,1,5,40,23,23,0,95,94,none,80.31496063,45.59448819,254
2981,18,STF-55594f66,Richard Aguirre,nurse,surgery,0,5,43,36,36,0,81,98,none,80.31496063,45.59448819,254
2982,19,STF-55594f66,Richard Aguirre,nurse,surgery,1,5,42,44,42,2,78,66,none,80.31496063,45.59448819,254
2983,20,STF-55594f66,Richard Aguirre,nurse,surgery,1,5,31,39,31,8,99,94,none,80.31496063,45.59448819,254
2984,21,STF-55594f66,Richard Aguirre,nurse,surgery,0,6,30,44,30,14,64,67,donation,80.31496063,45.59448819,254
2985,22,STF-55594f66,Richard Aguirre,nurse,surgery,1,6,18,21,18,3,63,65,none,80.31496063,45.59448819,254
2986,23,STF-55594f66,Richard Aguirre,nurse,surgery,1,6,26,43,26,17,72,61,none,80.31496063,45.59448819,254
2987,24,STF-55594f66,Richard Aguirre,nurse,surgery,0,6,39,21,21,0,95,39,strike,80.31496063,45.59448819,254
2988,25,STF-55594f66,Richard Aguirre,nurse,surgery,1,7,22,39,22,17,76,98,none,80.31496063,45.59448819,254
2989,26,STF-55594f66,Richard Aguirre,nurse,surgery,1,7,31,30,30,0,75,54,none,80.31496063,45.59448819,254
2990,27,STF-55594f66,Richard Aguirre,nurse,surgery,0,7,29,24,24,0,68,59,none,80.31496063,45.59448819,254
2991,28,STF-55594f66,Richard Aguirre,nurse,surgery,1,7,31,28,28,0,66,74,none,80.31496063,45.59448819,254
2992,29,STF-55594f66,Richard Aguirre,nurse,surgery,1,8,36,31,31,0,87,57,none,80.31496063,45.59448819,254
2993,30,STF-55594f66,Richard Aguirre,nurse,surgery,0,8,32,15,15,0,70,66,strike,80.31496063,45.59448819,254
2994,31,STF-55594f66,Richard Aguirre,nurse,surgery,1,8,20,24,20,4,83,86,donation,80.31496063,45.59448819,254
2995,32,STF-55594f66,Richard Aguirre,nurse,surgery,1,8,31,25,25,0,87,97,none,80.31496063,45.59448819,254
2996,33,STF-55594f66,Richard Aguirre,nurse,surgery,0,9,36,30,30,0,80,75,none,80.31496063,45.59448819,254
2997,34,STF-55594f66,Richard Aguirre,nurse,surgery,0,9,22,42,22,20,96,86,none,80.31496063,45.59448819,254
2998,35,STF-55594f66,Richard Aguirre,nurse,surgery,0,9,26,45,26,19,93,52,none,80.31496063,45.59448819,254
2999,36,STF-55594f66,Richard Aguirre,nurse,surgery,0,9,47,53,47,6,97,99,none,80.31496063,45.59448819,254
3000,37,STF-55594f66,Richard Aguirre,nurse,surgery,1,10,31,39,31,8,69,66,none,80.31496063,45.59448819,254
3001,38,STF-55594f66,Richard Aguirre,nurse,surgery,1,10,47,48,47,1,62,81,none,80.31496063,45.59448819,254
3002,39,STF-55594f66,Richard Aguirre,nurse,surgery,0,10,36,49,36,13,86,58,none,80.31496063,45.59448819,254
3003,40,STF-55594f66,Richard Aguirre,nurse,surgery,1,10,46,36,36,0,83,51,none,80.31496063,45.59448819,254
3004,41,STF-55594f66,Richard Aguirre,nurse,surgery,1,11,31,49,31,18,85,93,none,80.31496063,45.59448819,254
3005,42,STF-55594f66,Richard Aguirre,nurse,surgery,0,11,45,67,45,22,65,75,none,80.31496063,45.59448819,254
3006,43,STF-55594f66,Richard Aguirre,nurse,surgery,0,11,50,33,33,0,62,89,donation,80.31496063,45.59448819,254
3007,44,STF-55594f66,Richard Aguirre,nurse,surgery,1,11,45,28,28,0,65,75,none,80.31496063,45.59448819,254
3008,45,STF-55594f66,Richard Aguirre,nurse,surgery,0,12,32,37,32,5,64,72,none,80.31496063,45.59448819,254
3009,46,STF-55594f66,Richard Aguirre,nurse,surgery,1,12,52,39,39,0,68,83,none,80.31496063,45.59448819,254
3010,47,STF-55594f66,Richard Aguirre,nurse,surgery,0,12,57,48,48,0,99,57,none,80.31496063,45.59448819,254
3011,48,STF-55594f66,Richard Aguirre,nurse,surgery,0,12,49,32,32,0,65,52,none,80.31496063,45.59448819,254
3012,49,STF-55594f66,Richard Aguirre,nurse,surgery,1,12,26,29,26,3,81,51,none,80.31496063,45.59448819,254
3013,50,STF-55594f66,Richard Aguirre,nurse,surgery,1,12,59,65,59,6,95,85,none,80.31496063,45.59448819,254
3014,51,STF-55594f66,Richard Aguirre,nurse,surgery,0,12,63,48,48,0,84,82,none,80.31496063,45.59448819,254
3015,52,STF-55594f66,Richard Aguirre,nurse,surgery,1,12,53,39,39,0,82,50,none,80.31496063,45.59448819,254
3016,1,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,1,45,130,45,85,83,78,flu,80.31496063,45.59448819,254
3017,2,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,1,40,26,26,0,96,56,none,80.31496063,45.59448819,254
3018,3,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,1,27,66,27,39,63,72,flu,80.31496063,45.59448819,254
3019,4,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,1,56,57,56,1,74,94,none,80.31496063,45.59448819,254
3020,5,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,2,26,70,26,44,81,83,donation,80.31496063,45.59448819,254
3021,6,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,2,27,58,27,31,96,81,donation,80.31496063,45.59448819,254
3022,7,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,2,37,46,37,9,89,60,none,80.31496063,45.59448819,254
3023,8,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,2,51,20,20,0,91,61,strike,80.31496063,45.59448819,254
3024,9,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,3,22,41,22,19,61,93,none,80.31496063,45.59448819,254
3025,10,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,3,38,57,38,19,68,55,none,80.31496063,45.59448819,254
3026,11,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,3,48,48,48,0,82,80,none,80.31496063,45.59448819,254
3027,12,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,3,38,24,24,0,79,73,none,80.31496063,45.59448819,254
3028,13,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,4,41,54,41,13,75,90,none,80.31496063,45.59448819,254
3029,14,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,4,33,49,33,16,97,87,none,80.31496063,45.59448819,254
3030,15,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,4,31,124,31,93,65,76,flu,80.31496063,45.59448819,254
3031,16,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,4,37,28,28,0,82,31,strike,80.31496063,45.59448819,254
3032,17,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,5,40,23,23,0,95,94,none,80.31496063,45.59448819,254
3033,18,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,5,43,36,36,0,81,98,none,80.31496063,45.59448819,254
3034,19,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,5,42,44,42,2,78,66,none,80.31496063,45.59448819,254
3035,20,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,5,31,39,31,8,99,94,none,80.31496063,45.59448819,254
3036,21,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,6,30,44,30,14,64,67,donation,80.31496063,45.59448819,254
3037,22,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,6,18,21,18,3,63,65,none,80.31496063,45.59448819,254
3038,23,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,6,26,43,26,17,72,61,none,80.31496063,45.59448819,254
3039,24,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,6,39,21,21,0,95,39,strike,80.31496063,45.59448819,254
3040,25,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,7,22,39,22,17,76,98,none,80.31496063,45.59448819,254
3041,26,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,7,31,30,30,0,75,54,none,80.31496063,45.59448819,254
3042,27,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,7,29,24,24,0,68,59,none,80.31496063,45.59448819,254
3043,28,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,7,31,28,28,0,66,74,none,80.31496063,45.59448819,254
3044,29,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,8,36,31,31,0,87,57,none,80.31496063,45.59448819,254
3045,30,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,8,32,15,15,0,70,66,strike,80.31496063,45.59448819,254
3046,31,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,8,20,24,20,4,83,86,donation,80.31496063,45.59448819,254
3047,32,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,8,31,25,25,0,87,97,none,80.31496063,45.59448819,254
3048,33,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,9,36,30,30,0,80,75,none,80.31496063,45.59448819,254
3049,34,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,9,22,42,22,20,96,86,none,80.31496063,45.59448819,254
3050,35,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,9,26,45,26,19,93,52,none,80.31496063,45.59448819,254
3051,36,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,9,47,53,47,6,97,99,none,80.31496063,45.59448819,254
3052,37,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,10,31,39,31,8,69,66,none,80.31496063,45.59448819,254
3053,38,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,10,47,48,47,1,62,81,none,80.31496063,45.59448819,254
3054,39,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,10,36,49,36,13,86,58,none,80.31496063,45.59448819,254
3055,40,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,10,46,36,36,0,83,51,none,80.31496063,45.59448819,254
3056,41,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,11,31,49,31,18,85,93,none,80.31496063,45.59448819,254
3057,42,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,11,45,67,45,22,65,75,none,80.31496063,45.59448819,254
3058,43,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,11,50,33,33,0,62,89,donation,80.31496063,45.59448819,254
3059,44,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,11,45,28,28,0,65,75,none,80.31496063,45.59448819,254
3060,45,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,12,32,37,32,5,64,72,none,80.31496063,45.59448819,254
3061,46,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,12,52,39,39,0,68,83,none,80.31496063,45.59448819,254
3062,47,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,12,57,48,48,0,99,57,none,80.31496063,45.59448819,254
3063,48,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,12,49,32,32,0,65,52,none,80.31496063,45.59448819,254
3064,49,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,12,26,29,26,3,81,51,none,80.31496063,45.59448819,254
3065,50,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,12,59,65,59,6,95,85,none,80.31496063,45.59448819,254
3066,51,STF-e8857831,Brent Jordan,nursing_assistant,surgery,0,12,63,48,48,0,84,82,none,80.31496063,45.59448819,254
3067,52,STF-e8857831,Brent Jordan,nursing_assistant,surgery,1,12,53,39,39,0,82,50,none,80.31496063,45.59448819,254
3068,1,STF-6c29c37d,John Daniel,nursing_assistant,surgery,1,1,45,130,45,85,83,78,flu,80.31496063,45.59448819,254
3069,2,STF-6c29c37d,John Daniel,nursing_assistant,surgery,0,1,40,26,26,0,96,56,none,80.31496063,45.59448819,254
3070,3,STF-6c29c37d,John Daniel,nursing_assistant,surgery,0,1,27,66,27,39,63,72,flu,80.31496063,45.59448819,254
3071,4,STF-6c29c37d,John Daniel,nursing_assistant,surgery,1,1,56,57,56,1,74,94,none,80.31496063,45.59448819,254
3072,5,STF-6c29c37d,John Daniel,nursing_assistant,surgery,1,2,26,70,26,44,81,83,donation,80.31496063,45.59448819,254
3073,6,STF-6c29c37d,John Daniel,nursing_assistant,surgery,0,2,27,58,27,31,96,81,donation,80.31496063,45.59448819,254
3074,7,STF-6c29c37d,John Daniel,nursing_assistant,surgery,1,2,37,46,37,9,89,60,none,80.31496063,45.59448819,254
3075,8,STF-6c29c37d,John Daniel,nursing_assistant,surgery,1,2,51,20,20,0,91,61,strike,80.31496063,45.59448819,254
